ORGANIZATION NAME,CONTACT JOB DEPARTMENTS,INDUSTRIES,HEADQUARTERS LOCATION,COUNTRY,DESCRIPTION,FOUNDED DATE,FOUNDED DATE PRECISION,FOUNDERS,NUMBER OF EMPLOYEES,FUNDING STATUS,LAST FUNDING DATE,LAST FUNDING TYPE,NUMBER OF INVESTMENTS,NUMBER OF EXITS,INDUSTRY GROUPS,IPO STATUS,IPO DATE,DELISTED DATE,DELISTED DATE PRECISION,MONEY RAISED AT IPO,MONEY RAISED AT IPO CURRENCY,MONEY RAISED AT IPO CURRENCY (IN USD),VALUATION AT IPO,VALUATION AT IPO CURRENCY,VALUATION AT IPO CURRENCY (IN USD),STOCK EXCHANGE,DIVERSITY SPOTLIGHT (US HEADQUARTERS ONLY),NUMBER OF DIVERSITY INVESTMENTS,TRANSACTION NAME,ACQUIRED BY,ANNOUNCED DATE,ANNOUNCED DATE PRECISION,PRICE,PRICE CURRENCY,PRICE CURRENCY (IN USD),LAST LEADERSHIP HIRING DATE,CB RANK (ORGANIZATION),CB RANK (COMPANY),CB RANK (SCHOOL),LAST LAYOFF MENTION DATE,HEADQUARTERS REGIONS,ESTIMATED REVENUE RANGE,OPERATING STATUS,WEBSITE,TWITTER,FACEBOOK,LINKEDIN,CONTACT EMAIL,PHONENUMBER,NUMBER OF ARTICLES,HUB TAGS,FULL DESCRIPTION,ACTIVELY HIRING,INVESTMENT STAGE,NUMBER OF FOUNDERS (ALUMNI),NUMBER OF FOUNDERS,NUMBER OF FUNDING ROUNDS,TOTAL FUNDING AMOUNT,TOTAL FUNDING AMOUNT CURRENCY,TOTAL FUNDING AMOUNT CURRENCY (IN USD),NUMBER OF ACQUISITIONS,STOCK SYMBOL,SIMILAR COMPANIES,SEMRUSH - MONTHLY VISITS,SEMRUSH - AVERAGE VISITS (6 MONTHS),SEMRUSH - VISIT DURATION,SEMRUSH - MONTHLY VISITS GROWTH,SEMRUSH - VISIT DURATION GROWTH,SEMRUSH - PAGE VIEWS / VISIT,SEMRUSH - PAGE VIEWS / VISIT GROWTH,SEMRUSH - BOUNCE RATE,SEMRUSH - BOUNCE RATE GROWTH,SEMRUSH - GLOBAL TRAFFIC RANK,SEMRUSH - MONTHLY RANK CHANGE (#),SEMRUSH - MONTHLY RANK GROWTH,ABERDEEN - IT SPEND,ABERDEEN - IT SPEND CURRENCY,ABERDEEN - IT SPEND CURRENCY (IN USD),IPQWERY - PATENTS GRANTED,IPQWERY - TRADEMARKS REGISTERED,IPQWERY - MOST POPULAR PATENT CLASS,IPQWERY - MOST POPULAR TRADEMARK CLASS,APPTOPIA - NUMBER OF APPS,APPTOPIA - DOWNLOADS LAST 30 DAYS,ORGANIZATION NAME,INDUSTRY LINKEDIN,WEBSITE,COMPANYLINKEDINURL,FACEBOOKURL,TWITTER URL,COMPANY STREET,COMPANY CITY,COMPANY STATE,COMPANY COUNTRY,COMPANY POSTAL CODE,COMPANY ADDRESS,KEYWORDS,COMPANY PHONE,SEO DESCRIPTION,TECHNOLOGIES,SIC CODES,SHORT DESCRIPTION
"- Spree/Solidus, Magento and Shopify",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
• Product Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Project Management, UX/UI and QA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
• Support & Managed Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-DevOps, Staff Augmentation, and Performance Audit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our experienced team can work onsite in the US, Canada or remotely, in a preferred time zone and at a reasonable cost.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are driven by happy team members, communities and clients!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVE A PROJECT OR WANT TO JOIN US?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For sales, inquiries call us at +1 647 470 1326 in the US & Canada, and +52 1 331 167 1308 in LATAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinklo,,"Creative Agency, Digital Media, Product Design","Bogotá, Distrito Especial, Colombia",Colombia,"Thinklo is an innovation and design firm that helps companies to create and evolve brands, products, and services.",1/1/2005,year,,1 to 10,,,,,,"Content and Publishing, Design, Media and Entertainment",Private,,,,,,,,,,,,,,,,,,,,,"2,240,641","2,198,242",,,Latin America,$1M to $10M,Active,thinklo.com,twitter.com/thinklo,,linkedin.com/company/thinklo,biz@thinklo.com,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,Thinklo,Design,thinklo.com,linkedin.com/company/thinklo,,,,Bogotá,Bogota,Colombia,111121,"Bogotá, Bogota, Colombia, 111121",,5712139960861,A starter boilerplae for kickstarting projects.,"NSOne, Gmail, Google Apps, Amazon AWS, Google Cloud Hosting, Segment.io, Google Font API, Mobile Friendly",,"We are a strategic design firm, working with ambitious companies to create and evolve brands, products, and services that yield sustainable, profitable growth."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can help you make better things or make things better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turismocity,,"Internet, Leisure, Search Engine, Travel","Buenos Aires, Distrito Federal, Argentina",Argentina,Turismocity is the largest travel search engine for Latin America.,9/10/2013,day,"Andres Malenky, Eugenio Fage, Julian Gurfinkiel, Martín Levy",11 to 50,Seed,10/13/2021,Angel,,,"Community and Lifestyle, Internet Services, Travel and Tourism",Private,,,,,,,,,,,,,,,,,,,,,"63,947","63,467",,,Latin America,,Active,turismocity.com.ar,twitter.com/turismocity,facebook.com/Turismocity,linkedin.com/company/turismocity,info@turismocity.com,,1,,"Turismocity is a travel search engine for Latin America and other Spanish speaking countries. Turismocity searches in hundreds of travel websites including hotels, airlines and online travel agents. The company was founded in 2013 by the same founders as Descuentocity a website that is visited by more than 4.5 million visitors per month. Turismocity  is focused on local markets in countries such as Brazil, México, Argentina, Chile, Colombia, Perú and Spain.",,,,4,1,"6,000,000",USD,"6,000,000",1,,7,"1,221,156","1,182,932",804,37.5%,1.64%,2.16,-6.55%,58.41%,1.85%,"57,398","-15,063",-20.79%,,,,,,,,,,Turismocity,Internet,turismocity.com.ar,linkedin.com/company/turismocity,facebook.com/turismocity,twitter.com/turismocity,,Buenos Aires,Autonomous City of Buenos Aires,Argentina,,"Buenos Aires, Autonomous City of Buenos Aires, Argentina","online travel, travel, consumer internet, internet, information technology, turismo, comparador, buscador, publicidad",5412143575522,¿Buscás vuelos baratos? Encontrá el mejor precio en Turismocity. Compará entre miles de oferta en una sola búsqueda y ahorrá hasta un 35%! - Madrid $ 601.979 - Río de Janeiro $ 134.870 - Miami $ 377.562 - Cataratas del Iguazú $ 19.372 - San Carlos de Bariloche $ 25.585 - Salta $ 20.468,"Cloudflare DNS, CloudFlare Hosting, Amazon SES, Sendgrid, Gmail, Google Apps, OneTrust, DoubleClick, Yahoo Ad Manager Plus, Sojern, Facebook Custom Audiences, Hotjar, Google AdSense, Yahoo Analytics, Mobile Friendly, Bing Ads, AdPilot, DoubleClick Conversion, Google Font API, Google AdWords Conversion, Taboola, Google Tag Manager, Google Analytics, WordPress.org, Facebook Widget, Flashtalking, DoubleVerify, Facebook Login (Connect), Google Dynamic Remarketing, Gusto,",,Turismocity agrupa los resultados de todas las agencias de viajes online en un solo sitio mediante tecnología de inteligencia artificial.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Existen cientos de sitios de viajes con distintos precios y promociones en todo el mundo, Turismocity te permite encontrar el mejor precio para tu viaje entre todas las opciones existentes. En pocas palabras, somos un motor de búsqueda que te permite ahorrar mucho tiempo y dinero a la hora de planificar tu viaje.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"En www.Turismocity.com podrás encontrar la mejor opción en Hoteles, Vuelos, Escapadas, Ofertas en viajes, Alquiler de autos y mucho más.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unisys Brasil,,"Information Technology, Internet","Rio De Janeiro, Rio de Janeiro, Brazil",Brazil,"Unisys Brasil is the Brazilian division of Unisys, a multi-national corporation that focuses on IT systems.",1/1/1964,year,,10.001+,,,,,,"Information Technology, Internet Services",Private,,,,,,,,,,,,,,,,,,,,,"479,457","465,673",,,Latin America,,Active,unisys.com.br,twitter.com/unisyscorp,facebook.com/unisyscorp,,,,,,"Unisys Brasil Ltda. is a provider of information services and technology to the Brazilian marketplace. It has approximately 1600 employees in its offices in Rio de Janeiro, Sao Paulo and 20 other locations throughout Brazil. Datamec, with over 800 employees, has been providing services in the Brazilian market for nearly 40 years.",,,,,,,,,1,,,"1,587","2,460.33",118,-1.12%,-0.84%,1.56,-21.77%,85.89%,152.74%,"3,227,125","129,591",4.18%,,,,,,,,,,Unisys Brasil,,unisys.com.br,,,twitter.com/unisyslatam,31 Rua Teixeira de Freitas,Rio de Janeiro,Rio de Janeiro,Brazil,20021-350,"31 Rua Teixeira de Freitas, Rio de Janeiro, State of Rio de Janeiro, Brazil, 20021-350",,5512159864011,,"Route 53, CloudFlare Hosting, Remote",,
Ion Heat,,"Industrial, Machinery Manufacturing, Manufacturing","Rionegro, Antioquia, Colombia",Colombia,Ion Heat is a manufacturer of plasma nitriding equipment.,1/1/2012,year,,11 to 50,,,,,,Manufacturing,Private,,,,,,,,,,,,,,,,,,,,,"1,437,938","1,406,375",,,Latin America,$1M to $10M,Active,ionheat.com,twitter.com/IhtLab,facebook.com/ionheat,linkedin.com/company/ion-heat/,ionheat@ionheat.com,,,,"Ion Heat manufactures plasma nitriding equipment and furnace retrofits. They provide support and produce precision-finished industrial parts to help companies improve efficiency and profitability. They use plasma as a source of energy for chemically modifying the surface of parts made of steel, nickel alloys, or titanium.",,,,,,,,,,,10,,,,,,,,,,,,,,,,2,0,Basic Electric Elements,,,,Ion Heat,Machinery,ionheat.com,linkedin.com/company/ion-heat,,,La Bodega,Rionegro,Antioquia,Colombia,54047,"La Bodega, Rionegro, Antioquia, Colombia, 054047","furnaces, heat treatment, plasma nitriding system, contract manufacturing, assembly, plasma nitriding, design engineering, biomedical, quality control, furnace white label",5712164527011,"ION HEAT manufactures the most innovative plasma nitriding furnaces. With high technology that ensures uniform temperature, higher quality control, low gas consumption and repeatability of metallurgical results.","Gmail, Google Apps, Mobile Friendly, Varnish, Wix",,We were born in July 2012 as a spin-off from the commercial heat treater Tratar S.A an award-winning company for its dedication to quality and service and recognized for its innovative mentality.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In 2010, we launched our first GlowTech plasma nitriding equipment prototype which was installed at Tratar S.A., where it is still in daily use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In 2014 we presented our first international sale, and since the same year, we have been supported by two sales representatives in the US, reaching out to new customers and partners and a year later expanded our sales representation to Europe and Asia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We face the future full of hope and knowing that whatever challenge may come, we will overcome it with amazing, innovative results. We know that the best is yet to come, would you write this new chapter along with us?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperies IT,"Engineering, Management, Operations","Consulting, Information Technology, Outsourcing, Software","Tandil, Buenos Aires, Argentina",Argentina,Temperies provides outsourcing services of skilled and trained human resources.,1/1/2006,year,,11 to 50,,,,,,"Information Technology, Professional Services, Software",Private,,,,,,,,,,,,,,,,,,,,,"1,668,432","1,633,966",,,Latin America,$1M to $10M,Active,temperies.com,twitter.com/temperies,facebook.com/temperiesit,linkedin.com/in/vanesadellacqua,info@temperies.com,,,,"Temperies is an Information Technology company, specialized in both consulting and software developing areas. Temperies goes along with our clients throughout the life of the project cycle covering each of the disciplines that are comprised within software development. It have professionals trained to carry out the tasks of analysis, design, construction, and testing, as well as the IT consulting and user interface design. We have more than 5 years of experience in outsourcing projects for companies in the United States, Latin America and Europe, we offer high quality services using cutting-edge technologies and agile work methodologies",,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,Temperies IT,Information Technology & Services,temperies.com,linkedin.com/company/temperies,,,509 9 de Julio,Tandil,Buenos Aires Province,Argentina,7000,"509 9 de Julio, Tandil, Buenos Aires Province, Argentina, 7000","oracle dba, iphone applications, web development, php, java",5412293469405,,"Gmail, Google Apps, Amazon AWS, Cloudflare DNS, YouTube, Apache, Mobile Friendly, Ubuntu, Google Font API, reCAPTCHA, WordPress.org, Android",,Temperies
Code7,Marketing,"Communications Infrastructure, Consumer, Software","Florianópolis, Santa Catarina, Brazil",Brazil,Code7 is the communication platform that offers all the tools to simplify communication between brands and consumers.,1/1/2020,year,,10 to 250,,,,,,"Hardware, Other, Software",Private,,,,,,,,,,,,,,,,,,,,,"437,695","425,209",,,Latin America,,Active,code7.com,,facebook.com/code7.digital/,linkedin.com/company/code7-digital/,,554832053877,1,,,,,,,,,,,,,6,"23,403","18,926",335,-27.39%,-31.77%,1.41,-28.9%,79.58%,33.23%,"974,088","183,419",23.2%,,,,,,,,,,Code7,Information Technology & Services,code7.com,linkedin.com/company/code7-digital,facebook.com/code7.digital/,,1051 Avenida Rio Branco,Florianópolis,Santa Catarina,Brazil,88015-205,"1051 Avenida Rio Branco, Florianópolis, State of Santa Catarina, Brazil, 88015-205","saas, solucoes de relacionamento para vendas, solucoes de atendimento, cx, customer experience, atendimento ao cliente, sac, vendas, omnichannel, canais digitais",5512312312322,"Code7 - Conheça a plataforma omnichannel mais completa do mercado. Crie conversas por meio de chatbots, voicebots, WhatsApp e muito mais.","Gmail, Outlook, Google Apps, YouTube, Facebook Widget, Google Analytics, Facebook Custom Audiences, Mobile Friendly, Typekit, Facebook Login (Connect), WordPress.org, Hotjar, Apache, Google Tag Manager, Google Font API",,"A Code7 desenvolve softwares para facilitar a comunicação entre as empresas e os seus consumidores. Fundada em 2020, com escritórios em São Paulo e Florianópolis, hoje possui mais de 250 clientes e mais de 200 profissionais."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Com a missão de transformar digitalmente a forma como os negócios atendem seus clientes, em apenas um ano, teve 1 bilhão de conexões entre marcas e consumidores, 1500 robôs de chat e voz e 400 milhões de mensagens trocadas via WhatsApp e SMS. Tudo isso a partir de suas soluções de mensagens de texto via SMS ou WhatsApp, e-mail, telefonia, discadores, URAs, CRMs, chatbots ou voicebots inteligentes e muito mais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acesse code7.com para saber mais ou code7.com/beacoder para conhecer nossas vagas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tau Flow,,"Electronics, Information Technology, Telecommunications","Campinas, Goias, Brazil",Brazil,Tau Flow is a technology company that was born with deep technical and scientific expertise and withal the market experience of its partners,1/1/2015,year,,1 to 10,,,,,,"Consumer Electronics, Hardware, Information Technology",Private,,,,,,,,,,,,,,,,,,,,,"1,334,173","1,304,149",,,Latin America,,Active,tauflow.com,,,linkedin.com/company/tau-flow/,tauflow@tauflow.com,551941418440,,,"Tau Flow is a technology company that was born with deep technical and scientific expertise and withal the market experience of its partners. Solid technical knowledge of their team comes from the experience acquired throughout an academic career in some of the most renowned Universities in Brazil, making their solutions unique and designed to the specific needs of each client.",,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,Tau Flow,Information Technology & Services,tauflow.com,linkedin.com/company/tauflow,facebook.com/Mikado-Themes-884182241781117,twitter.com/MikadoThemes,731 Rua Professor João Augusto de Toledo,Campinas,São Paulo,Brazil,13033-720,"731 Rua Professor João Augusto de Toledo, Campinas, State of São Paulo, Brazil, 13033-720","training, computational fluid dynamics cfd, project management, scientific computing, numerical simulation, consulting",,"Simulação para análise de fluidos líquidos e gasosos presentes em diversas indústrias. Saiba mais sobre protótipos, consultoria em CFD e cursos de OpenFOAM.","Gmail, Google Apps, Hubspot, Shutterstock, Google Font API, WordPress.org, Hotjar, Mobile Friendly, Woo Commerce, Google Tag Manager, TikTok",,"We are a company specialized in intelligent numerical solutions, utilizing Computational Fluid Dynamics simulations as a powerful tool to add value to our clients' projects. Our main goal is make solutions to reduce costs, improve efficiency and/or ensure safety."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Presently, we have partnerships with the Inova Unicamp Incubator (Campinas) and the Fiep/Senai International Innovation Center (Curitiba). Such partnerships collaborate with the development of researches and solutions in order to serve the most diverse segments of the current market such as the food, chemical, petrochemical, environmental industry and among others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We operate in the following lines:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Engineering Services in Computer Numerical Simulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- Consulting, Training and Technical Qualifications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Research & Development applied to process improvement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Development of customized products.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solutions in line with the trends of Industry 4.0 are the main core behind our work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tau Flow,,"Electronics, Information Technology, Telecommunications","Campinas, Goias, Brazil",Brazil,Tau Flow is a technology company that was born with deep technical and scientific expertise and withal the market experience of its partners,1/1/2015,year,,1 to 10,,,,,,"Consumer Electronics, Hardware, Information Technology",Private,,,,,,,,,,,,,,,,,,,,,"1,381,148","1,349,966",,,Latin America,,Active,tauflow.com/,,,linkedin.com/company/tau-flow/,tauflow@tauflow.com,551941418440,,,"Tau Flow is a technology company that was born with deep technical and scientific expertise and withal the market experience of its partners. Solid technical knowledge of their team comes from the experience acquired throughout an academic career in some of the most renowned Universities in Brazil, making their solutions unique and designed to the specific needs of each client.",,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,Tau Flow,Information Technology & Services,tauflow.com,linkedin.com/company/tauflow,facebook.com/Mikado-Themes-884182241781117,twitter.com/MikadoThemes,731 Rua Professor João Augusto de Toledo,Campinas,São Paulo,Brazil,13033-720,"731 Rua Professor João Augusto de Toledo, Campinas, State of São Paulo, Brazil, 13033-720","training, computational fluid dynamics cfd, project management, scientific computing, numerical simulation, consulting",,"Simulação para análise de fluidos líquidos e gasosos presentes em diversas indústrias. Saiba mais sobre protótipos, consultoria em CFD e cursos de OpenFOAM.","Gmail, Google Apps, Hubspot, Shutterstock, Google Font API, WordPress.org, Hotjar, Mobile Friendly, Woo Commerce, Google Tag Manager, TikTok",,"We are a company specialized in intelligent numerical solutions, utilizing Computational Fluid Dynamics simulations as a powerful tool to add value to our clients' projects. Our main goal is make solutions to reduce costs, improve efficiency and/or ensure safety."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Presently, we have partnerships with the Inova Unicamp Incubator (Campinas) and the Fiep/Senai International Innovation Center (Curitiba). Such partnerships collaborate with the development of researches and solutions in order to serve the most diverse segments of the current market such as the food, chemical, petrochemical, environmental industry and among others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We operate in the following lines:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Engineering Services in Computer Numerical Simulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- Consulting, Training and Technical Qualifications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Research & Development applied to process improvement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Development of customized products.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
